sample_id	Bin ID	Most abundant genome	Purity (bp)	Completeness (bp)	Bin size (bp)	True positives (bp)	True size of most abundant genome (bp)	Purity (seq)	Completeness (seq)	Bin size (seq)	True positives (seq)	True size of most abundant genome (seq)
gsa_pooled	022.fasta	831301.0	0.9944463169685118	1.0	2139121	2127241	2127241	0.9714285714285714	1.0	70	68	68
gsa_pooled	512.fasta	denovo5602.0	0.8779572932504013	1.0	5001364	4390984	4390984	0.05319148936170213	1.0	94	5	5
gsa_pooled	670.fasta	229455.0	1.0	1.0	4068710	4068710	4068710	1.0	1.0	1	1	1
gsa_pooled	016.fasta	168984.0	1.0	1.0	4438047	4438047	4438047	1.0	1.0	53	53	53
gsa_pooled	014.fasta	259846.0	1.0	1.0	3061211	3061211	3061211	1.0	1.0	37	37	37
gsa_pooled	756.fasta	denovo9521.0	0.8002397991284487	1.0	3959147	3168267	3168267	0.03076923076923077	1.0	65	2	2
gsa_pooled	442.fasta	176952.0	0.9206002919372875	1.0	3345239	3079628	3079628	0.7857142857142857	1.0	42	33	33
gsa_pooled	021.fasta	1111580.0	1.0	1.0	3177713	3177713	3177713	1.0	1.0	15	15	15
gsa_pooled	052.fasta	180944.0	0.9996703982192761	1.0	4575218	4573710	4573710	0.9787234042553191	1.0	47	46	46
gsa_pooled	437.fasta	263992.1	1.0	1.0	4165854	4165854	4165854	1.0	1.0	72	72	72
gsa_pooled	054.fasta	denovo9703.0	0.8261822925224588	1.0	2982130	2463783	2463783	0.00411522633744856	1.0	243	1	1
gsa_pooled	515.fasta	denovo4581.0	1.0	1.0	2879945	2879945	2879945	1.0	1.0	3	3	3
gsa_pooled	010.fasta	197875.0	1.0	1.0	2218221	2218221	2218221	1.0	1.0	9	9	9
gsa_pooled	009.fasta	405780.0	1.0	1.0	3008574	3008574	3008574	1.0	1.0	1	1	1
gsa_pooled	537.fasta	1678333.1	1.0	1.0	3812082	3812082	3812082	1.0	1.0	51	51	51
gsa_pooled	045.fasta	4471135.0	0.999156243164743	1.0	4718184	4714203	4714203	0.3333333333333333	1.0	3	1	1
gsa_pooled	035.fasta	denovo10721.0	1.0	1.0	2186353	2186353	2186353	1.0	1.0	1	1	1
gsa_pooled	439.fasta	833816.0	0.9953849369867747	1.0	4271881	4252166	4252166	0.9027777777777778	1.0	72	65	65
gsa_pooled	066.fasta	245324.1	1.0	1.0	3009781	3009781	3009781	1.0	1.0	30	30	30
gsa_pooled	065.fasta	1111328.0	0.9906903528694293	1.0	3292606	3261953	3261953	0.9661016949152542	1.0	59	57	57
gsa_pooled	024.fasta	463794.0	0.6700332288568093	1.0	3457236	2316463	2316463	0.022388059701492536	1.0	134	3	3
gsa_pooled	443.fasta	denovo883.0	0.6227967431858366	1.0	4393496	2736255	2736255	0.006864988558352402	1.0	437	3	3
gsa_pooled	058.fasta	827592.0	0.986533068279763	1.0	4964531	4897674	4897674	0.1	1.0	10	1	1
gsa_pooled	740.fasta	2897325.0	1.0	1.0	3544193	3544193	3544193	1.0	1.0	28	28	28
gsa_pooled	003.fasta	463794.1	0.651102622290577	1.0	3161282	2058319	2058319	0.0035335689045936395	1.0	283	1	1
gsa_pooled	444.fasta	134065.0	0.9995611696188391	1.0	3716698	3715067	3715067	0.9736842105263158	1.0	38	37	37
gsa_pooled	062.fasta	4394913.0	1.0	0.9999308279038621	3715114	3715114	3715371	1.0	0.875	7	7	8
gsa_pooled	172.fasta	270030.0	1.0	0.9999092618617431	3636509	3636509	3636839	1.0	0.9818181818181818	54	54	55
gsa_pooled	023.fasta	173916.0	1.0	0.9998644182813259	7249257	7249257	7250240	1.0	0.9583333333333334	23	23	24
gsa_pooled	064.fasta	1684221.0	1.0	0.9997861489946387	4586325	4586325	4587306	1.0	0.9444444444444444	34	34	36
gsa_pooled	043.fasta	228140.0	0.993126821857458	0.9997750498031629	4470712	4439984	4440983	0.9705882352941176	0.9705882352941176	34	33	34
gsa_pooled	724.fasta	181961.0	1.0	0.9997611159003335	2887740	2887740	2888430	1.0	0.9583333333333334	23	23	24
gsa_pooled	667.fasta	267451.0	1.0	0.9997398851506045	3509075	3509075	3509988	1.0	0.9444444444444444	17	17	18
gsa_pooled	351.fasta	180972.0	0.9996461221004302	0.9997339830106654	4699361	4697698	4698948	0.9876543209876543	0.975609756097561	81	80	82
gsa_pooled	511.fasta	263687.0	0.9995134234742985	0.9997332941290277	3660267	3658486	3659462	0.9787234042553191	0.9787234042553191	47	46	47
gsa_pooled	363.fasta	308734.0	0.9991587465744463	0.9997190949362593	4042777	4039376	4040511	0.9285714285714286	0.9285714285714286	14	13	14
gsa_pooled	027.fasta	181348.0	0.9997494355109886	0.9997176206984603	5216222	5214915	5216388	0.9782608695652174	0.9375	46	45	48
gsa_pooled	657.fasta	184451.0	1.0	0.9996820097275291	2757069	2757069	2757946	1.0	0.9523809523809523	20	20	21
gsa_pooled	004.fasta	4480176.0	1.0	0.9996731654402449	3049476	3049476	3050473	1.0	0.99	99	99	100
gsa_pooled	057.fasta	164237.0	0.9904978627258171	0.9996705471905487	2971542	2943306	2944276	0.4230769230769231	0.9166666666666666	26	11	12
gsa_pooled	666.fasta	675509.0	0.9975118516435209	0.9996610147972754	1578684	1574756	1575290	0.9333333333333333	0.9545454545454546	45	42	44
gsa_pooled	658.fasta	1108599.0	1.0	0.9996588287302941	4626595	4626595	4628174	1.0	0.9950980392156863	203	203	204
gsa_pooled	339.fasta	318732.1	0.9526861741838891	0.9996456214167901	7186187	6846181	6848608	0.3181818181818182	0.9032258064516129	88	28	31
gsa_pooled	668.fasta	denovo8803.0	0.9832793503508022	0.9996417646906868	2676152	2631405	2632348	0.2857142857142857	0.8571428571428571	21	6	7
gsa_pooled	389.fasta	182712.1	0.989512400734973	0.9996306979808163	3744899	3705624	3706993	0.94	0.9791666666666666	50	47	48
gsa_pooled	177.fasta	129394.0	1.0	0.99959416608008	3923658	3923658	3925251	1.0	0.9830508474576272	58	58	59
gsa_pooled	034.fasta	229459.0	1.0	0.9995588508797955	2456135	2456135	2457219	1.0	0.9873417721518988	156	156	158
gsa_pooled	019.fasta	340139.0	0.9898480454562189	0.9995557746688319	4264499	4221206	4223082	0.8205128205128205	0.9142857142857143	39	32	35
gsa_pooled	039.fasta	730939.1	0.9983560735456027	0.9995483444231642	3245279	3239944	3241408	0.875	0.9655172413793104	32	28	29
gsa_pooled	471.fasta	262258.0	0.9956332071729844	0.9995299159022225	3376391	3361647	3363228	0.7096774193548387	0.9565217391304348	31	22	23
gsa_pooled	500.fasta	1105328.0	0.9974346427332466	0.9995291267895619	3496589	3487619	3489262	0.9285714285714286	0.9811320754716981	56	52	53
gsa_pooled	420.fasta	163997.0	0.9979117139414466	0.9994689596195264	2947872	2941716	2943279	0.6666666666666666	0.8888888888888888	12	8	9
gsa_pooled	731.fasta	727945.0	0.9992456993260326	0.9993743270951395	2284235	2282512	2283941	0.96	0.96	25	24	25
gsa_pooled	514.fasta	134065.1	0.9995300170678012	0.9993641616668569	3476722	3475088	3477299	0.96	0.9230769230769231	25	24	26
gsa_pooled	335.fasta	169106.0	0.8060996189028042	0.9993612745998371	2713481	2187336	2188734	0.29863013698630136	0.9819819819819819	365	109	111
gsa_pooled	677.fasta	832848.0	0.975164796820123	0.999335911949476	2768409	2699655	2701449	0.35555555555555557	0.9411764705882353	45	16	17
gsa_pooled	427.fasta	167420.0	1.0	0.9993129152736248	2603420	2603420	2605210	1.0	0.9444444444444444	17	17	18
gsa_pooled	008.fasta	4372003.0	1.0	0.9992614211597869	6736346	6736346	6741325	1.0	0.9444444444444444	17	17	18
gsa_pooled	361.fasta	4329571.0	0.92459006143396	0.9992613255409326	6973179	6447332	6452098	0.10344827586206896	0.9090909090909091	290	30	33
gsa_pooled	047.fasta	189840.0	0.984695913174417	0.9992209658680075	3173074	3124513	3126949	0.6341463414634146	0.896551724137931	41	26	29
gsa_pooled	017.fasta	161277.0	0.9942641733592937	0.9991978230637313	5225402	5195430	5199601	0.8541666666666666	0.9111111111111111	48	41	45
gsa_pooled	116.fasta	denovo9767.0	0.9947799850951319	0.9991586143665382	3926234	3905739	3909028	0.8888888888888888	0.975609756097561	45	40	41
gsa_pooled	303.fasta	172161.1	0.9861921708185053	0.9991524636833652	2564125	2528720	2530865	0.4166666666666667	0.8333333333333334	24	10	12
gsa_pooled	741.fasta	665703.0	1.0	0.9991507445029707	3023610	3023610	3026180	1.0	0.8571428571428571	30	30	35
gsa_pooled	679.fasta	denovo4615.0	0.9951063344212071	0.9991040240175478	2830598	2816746	2819272	0.9183673469387755	0.9574468085106383	49	45	47
gsa_pooled	414.fasta	192777.0	0.9039036968755525	0.9990960381151135	3597308	3251620	3254562	0.6568047337278107	0.9652173913043478	169	111	115
gsa_pooled	182.fasta	2883968.0	0.9997018887907431	0.9990957452667056	3629518	3628436	3631720	0.972972972972973	0.9473684210526315	37	36	38
gsa_pooled	603.fasta	259983.0	1.0	0.9990938114194963	2891918	2891918	2894541	1.0	0.8947368421052632	17	17	19
gsa_pooled	037.fasta	187400.0	1.0	0.9990864721233048	3402368	3402368	3405479	1.0	0.958904109589041	140	140	146
gsa_pooled	614.fasta	261114.0	1.0	0.9990506901054154	2166885	2166885	2168944	1.0	0.7	7	7	10
gsa_pooled	672.fasta	322900.1	0.9980890598304786	0.9989604807657791	3373732	3367285	3370789	0.9491525423728814	0.9655172413793104	59	56	58
gsa_pooled	510.fasta	259993.0	0.9970405634132973	0.9989011634198511	1740534	1735383	1737292	0.9166666666666666	0.7857142857142857	12	11	14
gsa_pooled	032.fasta	denovo4594.1	0.9981936364567843	0.9988782652245063	2449673	2445248	2447994	0.9722222222222222	0.9210526315789473	36	35	38
gsa_pooled	044.fasta	831178.0	1.0	0.9987992268974666	5358435	5358435	5364877	1.0	0.6938775510204082	34	34	49
gsa_pooled	189.fasta	194878.0	1.0	0.9987828910602201	3395722	3395722	3399860	1.0	0.9473684210526315	36	36	38
gsa_pooled	184.fasta	3957916.0	0.9985751186406621	0.9987317288736676	3603107	3597973	3602542	0.8888888888888888	0.75	27	24	32
gsa_pooled	042.fasta	45363.0	1.0	0.9986730378246735	3674198	3674198	3679080	1.0	0.8	20	20	25
gsa_pooled	734.fasta	denovo8808.1	1.0	0.9986080388638624	2338042	2338042	2341301	1.0	0.94	47	47	50
gsa_pooled	735.fasta	4417539.0	1.0	0.998588210223489	2399232	2399232	2402624	1.0	0.9714285714285714	34	34	35
gsa_pooled	733.fasta	4443094.0	1.0	0.9985834655089126	6112606	6112606	6121277	1.0	0.9468085106382979	89	89	94
gsa_pooled	630.fasta	303652.0	0.9808391105562431	0.9985766273257387	2024906	1986107	1988938	0.7123287671232876	0.9122807017543859	73	52	57
gsa_pooled	089.fasta	181344.0	0.9971196593102625	0.9985332760992159	2512550	2505313	2508993	0.8	0.8	15	12	15
gsa_pooled	543.fasta	184925.0	0.9995118944940785	0.9985100192079722	3939722	3937799	3943675	0.9902912621359223	0.9714285714285714	103	102	105
gsa_pooled	155.fasta	196122.0	0.9966843767383708	0.9984657794959052	2766599	2757426	2761663	0.9642857142857143	0.9	28	27	30
gsa_pooled	413.fasta	262642.0	0.8400154703787291	0.9982858929692816	3219055	2704056	2708699	0.5086206896551724	0.9365079365079365	116	59	63
gsa_pooled	517.fasta	4336940.0	1.0	0.9982123967711536	3667067	3667067	3673634	1.0	0.8837209302325582	38	38	43
gsa_pooled	337.fasta	180879.0	0.9970957056629015	0.9979200516913961	3175298	3166076	3172675	0.8461538461538461	0.8461538461538461	26	22	26
gsa_pooled	085.fasta	denovo3878.0	0.9982715117906833	0.9977448935682758	2364494	2360407	2365742	0.9117647058823529	0.8857142857142857	34	31	35
gsa_pooled	234.fasta	181719.1	0.911061034531048	0.9976962002660342	5384198	4905333	4916660	0.4351464435146444	0.9904761904761905	239	104	105
gsa_pooled	109.fasta	273737.0	0.999639459133656	0.9974987830340181	2906744	2905696	2912982	0.9863013698630136	0.96	73	72	75
gsa_pooled	271.fasta	denovo8298.1	0.9937880872238739	0.9974668168029476	2738287	2721277	2728188	0.828125	0.8548387096774194	64	53	62
gsa_pooled	204.fasta	191325.0	0.5741304142451551	0.997460451985831	11061445	6350712	6366881	0.042735042735042736	0.7894736842105263	351	15	19
gsa_pooled	448.fasta	268844.0	1.0	0.9973044947484517	3042781	3042781	3051005	1.0	0.9361702127659575	44	44	47
gsa_pooled	318.fasta	187028.0	1.0	0.9972858656789187	2356403	2356403	2362816	1.0	0.7111111111111111	32	32	45
gsa_pooled	036.fasta	1107303.0	0.9964410896504062	0.9972784372176726	3568227	3555528	3565231	0.9778761061946902	0.9484978540772532	226	221	233
gsa_pooled	497.fasta	194787.0	0.996756883945092	0.9970929811180098	2898447	2889047	2897470	0.9130434782608695	0.84	23	21	25
gsa_pooled	645.fasta	1109178.1	0.9899169308274987	0.9970123840721361	3551498	3515688	3526223	0.9421052631578948	0.9226804123711341	190	179	194
gsa_pooled	215.fasta	4378740.1	0.9989587242522108	0.9969207111034988	3216247	3212898	3222822	0.9821428571428571	0.7971014492753623	56	55	69
gsa_pooled	589.fasta	denovo4408.0	0.9984183922761701	0.9967532536511555	2349508	2345792	2353433	0.9850746268656716	0.8354430379746836	67	66	79
gsa_pooled	046.fasta	851733.0	1.0	0.9966302656245452	2704423	2704423	2713567	1.0	0.7349397590361446	61	61	83
gsa_pooled	183.fasta	269828.0	0.9932590050710072	0.99660700521577	2522773	2505767	2514298	0.6071428571428571	0.7727272727272727	28	17	22
gsa_pooled	053.fasta	4334624.0	0.9872198395603373	0.9965244730418734	3653710	3607015	3619595	0.7808219178082192	0.8382352941176471	73	57	68
gsa_pooled	535.fasta	4476780.0	1.0	0.9963855849978253	2858973	2858973	2869344	1.0	0.839622641509434	89	89	106
gsa_pooled	166.fasta	4424327.0	1.0	0.9963182169624745	4383842	4383842	4400042	1.0	0.9757575757575757	161	161	165
gsa_pooled	560.fasta	1109559.0	0.9503197956482345	0.9963040895048226	3175309	3017559	3028753	0.56	0.8936170212765957	150	84	94
gsa_pooled	373.fasta	4351214.0	0.9417642527526202	0.9962820254808321	2880619	2712864	2722988	0.36904761904761907	0.8378378378378378	84	31	37
gsa_pooled	069.fasta	denovo9105.0	0.9642494587317468	0.9962762809248515	5179502	4994332	5012999	0.5	0.5862068965517241	34	17	29
gsa_pooled	649.fasta	denovo2073.0	1.0	0.9961493804593116	1673003	1673003	1679470	1.0	0.75	12	12	16
gsa_pooled	029.fasta	1108453.0	0.996212185701207	0.9960456163943149	3641678	3627884	3642287	0.8852459016393442	0.9818181818181818	61	54	55
gsa_pooled	611.fasta	184470.0	0.9882654365869138	0.9960410135471083	2596688	2566217	2576417	0.875	0.9180327868852459	64	56	61
gsa_pooled	632.fasta	676211.0	1.0	0.9960372694118319	4883252	4883252	4902680	1.0	0.7714285714285715	81	81	105
gsa_pooled	712.fasta	denovo4689.0	1.0	0.9953745079603789	3425876	3425876	3441796	1.0	0.9529411764705882	162	162	170
gsa_pooled	408.fasta	262633.0	0.9967661257349443	0.9951025020516642	4182290	4168765	4189282	0.9204545454545454	0.9204545454545454	88	81	88
gsa_pooled	478.fasta	179616.0	0.9369900616756006	0.9951006834161337	3431665	3215436	3231267	0.3560606060606061	0.6714285714285714	132	47	70
gsa_pooled	570.fasta	178546.0	1.0	0.994816085257972	2138007	2138007	2149148	1.0	0.8403361344537815	100	100	119
gsa_pooled	030.fasta	175333.0	0.9804999232402721	0.9947830807778427	2253786	2209837	2221426	0.7076923076923077	0.9787234042553191	65	46	47
gsa_pooled	622.fasta	denovo1874.0	0.9918687040166752	0.9947509881422925	6311663	6260341	6293375	0.3333333333333333	0.5	3	1	2
gsa_pooled	508.fasta	4449524.0	0.9956133081069417	0.9945699474877163	3318218	3303662	3321699	0.9565217391304348	0.8661417322834646	115	110	127
gsa_pooled	531.fasta	319134.0	0.9996348450833514	0.9945533636676983	3847682	3846277	3867341	0.9850746268656716	0.9428571428571428	67	66	70
gsa_pooled	385.fasta	4469576.0	0.9980958726423453	0.9944320310050366	3527075	3520359	3540070	0.9881656804733728	0.9766081871345029	169	167	171
gsa_pooled	701.fasta	176850.0	1.0	0.9943843091942797	2953569	2953569	2970249	1.0	0.84	126	126	150
gsa_pooled	180.fasta	828435.0	1.0	0.994129498303236	3492534	3492534	3513158	1.0	0.8571428571428571	144	144	168
gsa_pooled	590.fasta	denovo9564.0	0.9733890432196155	0.9938712691761434	4199135	4087392	4112597	0.7176470588235294	0.9104477611940298	170	122	134
gsa_pooled	094.fasta	denovo8373.1	0.8519972125392085	0.9938239304170404	2565776	2186034	2199619	0.27598566308243727	0.8850574712643678	279	77	87
gsa_pooled	680.fasta	1108078.0	0.9851046311991336	0.9938017452338175	2934402	2890693	2908722	0.7045454545454546	0.8611111111111112	44	31	36
gsa_pooled	111.fasta	162576.0	1.0	0.9937326247682633	6184652	6184652	6223658	1.0	0.9125	584	584	640
gsa_pooled	692.fasta	10518.0	1.0	0.9937064041086744	3757664	3757664	3781463	1.0	0.9325842696629213	83	83	89
gsa_pooled	704.fasta	denovo4456.1	0.9720794453606055	0.9933788789932125	3404302	3309252	3331309	0.4878048780487805	0.8	41	20	25
gsa_pooled	487.fasta	26608.0	1.0	0.9929119870458407	1673995	1673995	1685945	1.0	0.7904761904761904	83	83	105
gsa_pooled	212.fasta	denovo12694.1	0.8889715870438494	0.9928724577555128	3203081	2847448	2867889	0.1949685534591195	0.96875	159	31	32
gsa_pooled	056.fasta	318764.0	1.0	0.9926850473303279	1528867	1528867	1540133	1.0	0.8230088495575221	93	93	113
gsa_pooled	028.fasta	262095.0	1.0	0.9926778792279961	3117353	3117353	3140347	1.0	0.8097826086956522	149	149	184
gsa_pooled	480.fasta	319702.0	0.9961307395327458	0.9920303797349875	3404785	3391611	3418858	0.9193548387096774	0.9661016949152542	62	57	59
gsa_pooled	705.fasta	264155.0	0.9978824392267874	0.991886246890656	3070514	3064012	3089076	0.9850746268656716	0.8979591836734694	134	132	147
gsa_pooled	629.fasta	1107652.0	0.9995633567606447	0.9916319994816765	3460491	3458980	3488169	0.9444444444444444	0.7727272727272727	18	17	22
gsa_pooled	545.fasta	340960.0	0.9895145896148586	0.9912490427093118	2124285	2102011	2120568	0.9583333333333334	0.8313253012048193	72	69	83
gsa_pooled	415.fasta	4327881.0	1.0	0.9911354280222278	4178623	4178623	4215996	1.0	0.78125	25	25	32
gsa_pooled	485.fasta	263834.1	0.9903406116776828	0.9911021159887269	2911468	2883345	2909231	0.9629629629629629	0.7123287671232876	108	104	146
gsa_pooled	575.fasta	denovo5786.0	0.925240424952548	0.9910287244408155	2985651	2762445	2787452	0.7419354838709677	0.8518518518518519	93	69	81
gsa_pooled	399.fasta	291950.0	0.7161990401699168	0.9908875103847857	5137576	3679527	3713365	0.025094102885821833	0.5128205128205128	797	20	39
gsa_pooled	307.fasta	262104.0	0.9677244949184701	0.990617831388319	4916236	4757562	4802621	0.9135446685878963	0.8320209973753281	347	317	381
gsa_pooled	651.fasta	denovo4306.0	0.9994886195628984	0.9900235704560137	2137352	2136259	2157786	0.995260663507109	0.8677685950413223	211	210	242
gsa_pooled	268.fasta	196664.0	0.9953229279137474	0.9898753860635333	4863299	4840553	4890063	0.7761194029850746	0.7647058823529411	67	52	68
gsa_pooled	395.fasta	539647.0	0.9867270027048795	0.9896434508133953	2147970	2119460	2141640	0.935064935064935	0.6371681415929203	77	72	113
gsa_pooled	310.fasta	312322.0	0.9928561175751627	0.9893009222146856	2326886	2310263	2335248	0.8955223880597015	0.5084745762711864	67	60	118
