sample_id	Bin ID	Most abundant genome	Purity (bp)	Completeness (bp)	Bin size (bp)	True positives (bp)	True size of most abundant genome (bp)	Purity (seq)	Completeness (seq)	Bin size (seq)	True positives (seq)	True size of most abundant genome (seq)
gsa_pooled	355	denovo4607.0	1.0	0.9995522364507144	3040422	3040422	3041784	1.0	0.967741935483871	30	30	31
gsa_pooled	165	262258.0	0.5185376627907999	0.9995299159022225	6482937	3361647	3363228	0.34375	0.9565217391304348	64	22	23
gsa_pooled	166	2883968.0	1.0	0.9995184100095822	3629971	3629971	3631720	1.0	0.9736842105263158	37	37	38
gsa_pooled	232	355440.0	0.5318680876120856	0.9994947676458649	8194075	4358167	4360370	0.38823529411764707	0.9428571428571428	85	33	35
gsa_pooled	75	4443094.0	1.0	0.9994615502614895	6117981	6117981	6121277	1.0	0.9680851063829787	91	91	94
gsa_pooled	216	4449984.1	0.5023309271814466	0.9994577539280649	4171945	2095697	2096834	0.135678391959799	0.9818181818181818	398	54	55
gsa_pooled	76	181348.0	1.0	0.9994561370818275	5213551	5213551	5216388	1.0	0.9166666666666666	44	44	48
gsa_pooled	128	269828.0	1.0	0.9994165369419218	2512831	2512831	2514298	1.0	0.9090909090909091	20	20	22
gsa_pooled	158	172640.1	0.4072408687743656	0.9993702504328807	14905228	6070018	6073843	0.051168667087807956	0.9204545454545454	1583	81	88
gsa_pooled	29	169106.0	0.5106573721223905	0.9993612745998371	4283373	2187336	2188734	0.3168604651162791	0.9819819819819819	344	109	111
gsa_pooled	7	180972.0	0.46465861144803444	0.9992726031443634	10105333	4695530	4698948	0.44571428571428573	0.9512195121951219	175	78	82
gsa_pooled	141	denovo1832.0	1.0	0.9992719517416291	5517592	5517592	5521612	1.0	0.9047619047619048	38	38	42
gsa_pooled	201	1108078.0	0.28323465661192826	0.9992508737514276	10261961	2906543	2908722	0.04836415362731152	0.9444444444444444	703	34	36
gsa_pooled	22	170328.0	0.5110133192349464	0.9991888539307875	8608077	4398842	4402413	0.28695652173913044	0.8918918918918919	115	33	37
gsa_pooled	276	228785.0	1.0	0.9991878225785323	2288280	2288280	2290140	1.0	0.9797297297297297	145	145	148
gsa_pooled	56	172161.1	0.5385291139267464	0.9991524636833652	4695605	2528720	2530865	0.5882352941176471	0.8333333333333334	17	10	12
gsa_pooled	78	665703.0	0.5631185744706766	0.9991507445029707	5369402	3023610	3026180	0.3125	0.8571428571428571	96	30	35
gsa_pooled	212	310407.0	0.38500839014056004	0.9991411797855376	12295384	4733826	4737895	0.41830065359477125	0.9411764705882353	153	64	68
gsa_pooled	66	187400.0	1.0	0.9990864721233048	3402368	3402368	3405479	1.0	0.958904109589041	140	140	146
gsa_pooled	285	183606.0	0.29902935482012954	0.9990823193233359	15382346	4599773	4603998	0.3776978417266187	0.9722222222222222	278	105	108
gsa_pooled	37	179343.0	1.0	0.9990701347395093	2801025	2801025	2803632	1.0	0.958041958041958	137	137	143
gsa_pooled	173	denovo4689.0	0.34564876057980337	0.9990664757585865	9948200	3438583	3441796	0.5377049180327869	0.9647058823529412	305	164	170
gsa_pooled	296	denovo9553.0	1.0	0.9990484971553981	2168186	2168186	2170251	1.0	0.9785714285714285	137	137	140
gsa_pooled	163	4327881.0	1.0	0.9989822096605405	4211705	4211705	4215996	1.0	0.875	28	28	32
gsa_pooled	230	4387250.0	1.0	0.9989306244998485	5303963	5303963	5309641	1.0	0.7619047619047619	16	16	21
gsa_pooled	140	denovo9105.0	1.0	0.9988458006873729	5007213	5007213	5012999	1.0	0.8275862068965517	24	24	29
gsa_pooled	88	330296.0	1.0	0.998828323312493	5003192	5003192	5009061	1.0	0.9506172839506173	77	77	81
gsa_pooled	45	315496.0	1.0	0.9988076039587163	3108510	3108510	3112221	1.0	0.9459459459459459	35	35	37
gsa_pooled	181	denovo8025.0	0.5064370920092792	0.998721720983281	13315407	6743416	6752047	0.5058139534883721	0.9354838709677419	172	87	93
gsa_pooled	48	4469576.0	0.3922529821612867	0.9986844892897598	9013094	3535413	3540070	0.4883720930232558	0.9824561403508771	344	168	171
gsa_pooled	91	839200.0	0.8859638333716223	0.9986430451761746	6089647	5395207	5402538	0.8786885245901639	0.9469964664310954	305	268	283
gsa_pooled	164	261277.0	1.0	0.9986313618303015	4240745	4240745	4246557	1.0	0.9425287356321839	82	82	87
gsa_pooled	32	263171.0	1.0	0.9984982689321741	7053240	7053240	7063848	1.0	0.952	119	119	125
gsa_pooled	9	676211.0	1.0	0.9984767514910212	4895212	4895212	4902680	1.0	0.8285714285714286	87	87	105
gsa_pooled	83	354971.0	0.4670988598420816	0.9984678149570778	7936883	3707309	3712998	0.1497005988023952	0.78125	167	25	32
gsa_pooled	35	denovo1959.0	0.19335228722143383	0.9984655806039512	24261337	4690985	4698194	0.056179775280898875	0.9302325581395349	2136	120	129
gsa_pooled	295	denovo5088.0	1.0	0.9984130424308436	5947228	5947228	5956681	1.0	0.935064935064935	72	72	77
gsa_pooled	179	denovo4594.1	0.6114604585534389	0.9984052248494073	3997135	2444090	2447994	0.5070422535211268	0.9473684210526315	71	36	38
gsa_pooled	23	denovo12924.0	1.0	0.9983088098167691	3832815	3832815	3839308	1.0	0.8977272727272727	79	79	88
gsa_pooled	129	45363.0	0.4323310677988846	0.9983022929645455	8495420	3672834	3679080	0.38	0.76	50	19	25
gsa_pooled	273	288521.0	0.8391013271933613	0.9982991271755931	2322269	1948619	1951939	0.4413793103448276	0.9846153846153847	145	64	65
gsa_pooled	106	137043.0	0.5046065407803739	0.9981462901559429	6364103	3211368	3217332	0.1919191919191919	0.76	99	19	25
gsa_pooled	183	denovo5418.0	0.5148331218355812	0.9980192681775548	6989830	3598596	3605738	0.606425702811245	0.9556962025316456	249	151	158
gsa_pooled	246	231021.0	1.0	0.9980084825729809	3818107	3818107	3825726	1.0	0.88	44	44	50
gsa_pooled	69	176853.0	1.0	0.9979738455787392	3393148	3393148	3400037	1.0	0.9487179487179487	148	148	156
gsa_pooled	320	4397402.0	0.20493023959193088	0.9979507381692805	15671855	3211637	3218232	0.2617924528301887	0.9487179487179487	424	111	117
gsa_pooled	85	3588390.0	0.9972098172820425	0.997873049422935	5114002	5099733	5110603	0.9444444444444444	0.9444444444444444	36	34	36
gsa_pooled	218	178480.0	0.5155704440341481	0.9978136032256171	7877232	4061268	4070167	0.5647058823529412	0.9411764705882353	85	48	51
gsa_pooled	261	denovo10581.0	0.30429491900798217	0.9977662248400593	11487737	3495660	3503486	0.24074074074074073	0.896551724137931	324	78	87
gsa_pooled	30	179838.0	0.35015802798054835	0.9977600608323993	14704358	5148849	5160408	0.023512476007677544	0.8448275862068966	2084	49	58
gsa_pooled	145	denovo2795.0	0.5291387565478542	0.9976924027455686	9704515	5135035	5146912	0.5204359673024523	0.955	367	191	200
gsa_pooled	0	denovo9179.0	0.5552483092091289	0.997548094212731	8013114	4449268	4460204	0.5697399527186762	0.9450980392156862	423	241	255
gsa_pooled	161	174805.0	0.6453871797749127	0.9974974176051031	6041922	3899379	3909162	0.45108695652173914	0.9540229885057471	184	83	87
gsa_pooled	72	188548.0	0.30159602170949595	0.9974197103490536	14463901	4362255	4373540	0.34415584415584416	0.8153846153846154	154	53	65
gsa_pooled	277	181717.0	1.0	0.9973819718457435	4150253	4150253	4161147	1.0	0.9696969696969697	96	96	99
gsa_pooled	204	denovo1211.0	0.46849414783509497	0.9973588260349341	6022643	2821573	2829045	0.2108843537414966	0.5961538461538461	147	31	52
gsa_pooled	252	187028.0	0.34189054902497334	0.9972858656789187	6892273	2356403	2362816	0.12213740458015267	0.7111111111111111	262	32	45
gsa_pooled	211	1107303.0	1.0	0.9972784372176726	3555528	3555528	3565231	1.0	0.9484978540772532	221	221	233
gsa_pooled	234	4474255.0	0.9993345799011883	0.9970659027574562	2816266	2814392	2822674	0.9932885906040269	0.9308176100628931	149	148	159
gsa_pooled	20	1109178.1	0.27539973322395744	0.9970123840721361	12765764	3515688	3526223	0.4105504587155963	0.9226804123711341	436	179	194
gsa_pooled	281	262634.0	1.0	0.9969674134411068	2393311	2393311	2400591	1.0	0.9302325581395349	80	80	86
gsa_pooled	117	denovo2609.0	0.5290462065339756	0.9967384636345946	5586461	2955496	2965167	0.36203522504892366	0.9203980099502488	511	185	201
gsa_pooled	122	4442899.0	1.0	0.9966490273749268	3168424	3168424	3179077	1.0	0.9306569343065694	255	255	274
gsa_pooled	217	132338.0	1.0	0.9962334999021872	5260610	5260610	5280499	1.0	0.9232558139534883	397	397	430
gsa_pooled	335	188299.0	0.8357788942676405	0.9962153608396982	3927388	3282428	3294898	0.8598484848484849	0.9190283400809717	264	227	247
gsa_pooled	351	291950.0	0.9994593367756369	0.9961339647462611	3701010	3699009	3713365	0.9565217391304348	0.5641025641025641	23	22	39
gsa_pooled	89	4449524.0	1.0	0.9958870445515985	3308037	3308037	3321699	1.0	0.8740157480314961	111	111	127
gsa_pooled	176	270730.0	1.0	0.9958708220970006	3747921	3747921	3763461	1.0	0.9353099730458221	347	347	371
gsa_pooled	46	275984.0	1.0	0.9955425308332945	3263258	3263258	3277869	1.0	0.8173076923076923	85	85	104
gsa_pooled	346	denovo6356.0	1.0	0.9954283745638739	3062739	3062739	3076805	1.0	0.8548387096774194	53	53	62
gsa_pooled	62	325850.0	1.0	0.9952276531246284	7289325	7289325	7324279	1.0	0.9368279569892473	697	697	744
gsa_pooled	282	3141094.0	1.0	0.9951572415517052	5963638	5963638	5992659	1.0	0.9498069498069498	246	246	259
gsa_pooled	39	3327894.1	1.0	0.9948358720257992	6934782	6934782	6970780	1.0	0.5234899328859061	78	78	149
gsa_pooled	331	649107.1	1.0	0.9947312045812086	6574090	6574090	6608911	1.0	0.861904761904762	181	181	210
gsa_pooled	207	188785.0	0.38157214853761967	0.994593553088676	8198004	3128130	3145134	0.42724458204334365	0.9169435215946844	646	276	301
gsa_pooled	209	230268.0	0.35198233401040857	0.9944880551874129	9145709	3219128	3236970	0.39622641509433965	0.6923076923076923	159	63	91
gsa_pooled	84	833816.0	0.3254140142585456	0.9943344168595487	12992910	4228075	4252166	0.3014354066985646	0.9692307692307692	209	63	65
gsa_pooled	169	276236.0	0.3647075859225242	0.9942649342111056	5573073	2032542	2044266	0.9745222929936306	0.8947368421052632	157	153	171
gsa_pooled	302	169845.0	0.30569352942759537	0.9940351751819572	16423802	5020650	5050777	0.25	0.94	188	47	50
gsa_pooled	332	162576.0	1.0	0.9937326247682633	6184652	6184652	6223658	1.0	0.9125	584	584	640
gsa_pooled	33	4407703.0	0.5504553968639075	0.9937153890767002	4348405	2393603	2408741	0.8502994011976048	0.8711656441717791	167	142	163
gsa_pooled	82	denovo4306.0	0.41558241402473484	0.9934743297064677	5158315	2143705	2157786	0.4456066945606695	0.8801652892561983	478	213	242
gsa_pooled	219	4365109.0	0.2736075061848659	0.9933690736388586	24013051	6570151	6614008	0.0007507507507507507	0.5	1332	1	2
gsa_pooled	4	179513.0	1.0	0.9932919820458885	3227598	3227598	3249395	1.0	0.6043956043956044	55	55	91
gsa_pooled	215	4340358.0	0.9771249269961642	0.9928786392328398	5578474	5450866	5489962	0.9078014184397163	0.8533333333333334	141	128	150
gsa_pooled	266	4455308.0	0.2918784821258318	0.9924772484184773	10971028	3202207	3226479	0.26732673267326734	0.6	101	27	45
gsa_pooled	87	denovo4276.0	1.0	0.9922153882941349	3369367	3369367	3395802	1.0	0.8609271523178808	260	260	302
gsa_pooled	339	denovo7705.0	0.9835020280433819	0.9921676683830747	2050252	2016427	2032345	0.9617224880382775	0.9054054054054054	209	201	222
gsa_pooled	324	denovo9564.0	1.0	0.9921531334093762	4080326	4080326	4112597	1.0	0.8507462686567164	114	114	134
gsa_pooled	262	304080.0	0.9916542233389949	0.9920341938240871	3420173	3391629	3418863	0.9572649572649573	0.8818897637795275	234	224	254
gsa_pooled	73	1513771.0	0.3998222108491485	0.9919236549216102	5236540	2093685	2110732	0.4304932735426009	0.8571428571428571	223	96	112
gsa_pooled	68	denovo2280.0	1.0	0.9918845122981796	1778196	1778196	1792745	1.0	0.751937984496124	97	97	129
gsa_pooled	74	denovo4376.0	0.19473168747261344	0.99186246456495	30598944	5958584	6007470	0.014119861939127707	0.9278350515463918	6374	90	97
gsa_pooled	121	denovo2333.0	0.6474368944800655	0.9917889990804494	10376826	6718340	6773961	0.8302583025830258	0.8555133079847909	271	225	263
gsa_pooled	311	denovo1324.0	1.0	0.9914514260285829	4384686	4384686	4422492	1.0	0.8240963855421687	342	342	415
gsa_pooled	341	denovo2950.0	0.5259254541739011	0.9913922417399677	4663467	2452636	2473931	0.421875	0.9	384	162	180
gsa_pooled	178	denovo532.0	0.9994606623139729	0.9913205953400541	2193431	2192248	2211442	0.9850746268656716	0.6226415094339622	67	66	106
gsa_pooled	294	272953.0	0.4836033700052162	0.9909867800696528	7321413	3540660	3572863	0.271412680756396	0.8442906574394463	899	244	289
gsa_pooled	325	291090.0	0.5941410095879949	0.9905591815345928	11151341	6625469	6688615	0.5584415584415584	0.86	77	43	50
gsa_pooled	268	187962.0	0.370780923109119	0.9903854507543945	7932215	2941114	2969666	0.01524390243902439	0.8333333333333334	328	5	6
gsa_pooled	247	336277.0	0.9990171146447827	0.9901537062046623	3826489	3822728	3860742	0.9962121212121212	0.8322784810126582	264	263	316
gsa_pooled	343	3946926.0	0.20830977439631257	0.9900367336515606	10887588	2267991	2290815	0.2930513595166163	0.708029197080292	331	97	137
gsa_pooled	203	denovo4974.0	0.20128174634508977	0.9900301947859722	12461592	2508291	2533550	0.34398976982097185	0.8877887788778878	782	269	303
gsa_pooled	191	209377.0	0.9986876817116508	0.9897766102150275	2228118	2225194	2248178	0.975609756097561	0.8791208791208791	82	80	91
gsa_pooled	227	317389.0	0.5277833535663781	0.9891454434281876	14148472	7467328	7549272	0.1792452830188679	0.9620253164556962	424	76	79
gsa_pooled	301	180731.0	0.49874120368334623	0.9888754102315787	10552144	5262789	5321994	0.020550940096195888	0.9215686274509803	2287	47	51
gsa_pooled	293	denovo8733.0	1.0	0.9886670756823723	2004653	2004653	2027632	1.0	0.7896995708154506	184	184	233
gsa_pooled	149	4401580.0	0.9990612941647655	0.9886494944124916	5170949	5166095	5225406	0.9824561403508771	0.6588235294117647	57	56	85
gsa_pooled	197	4381553.1	0.6053522678791177	0.9886267982858892	9731912	5891235	5959008	0.2239819004524887	0.75	442	99	132
gsa_pooled	3	4334624.0	1.0	0.9884959505138006	3577955	3577955	3619595	1.0	0.6176470588235294	42	42	68
gsa_pooled	49	denovo2417.0	0.3856156088746294	0.988485599202122	15698864	6053727	6124244	0.2982456140350877	0.8846153846153846	1311	391	442
gsa_pooled	185	262104.0	0.24405457943352504	0.9884438101611599	19451063	4747121	4802621	0.37209302325581395	0.8398950131233596	860	320	381
gsa_pooled	291	denovo7195.0	1.0	0.9881434325558285	6670149	6670149	6750183	1.0	0.9587628865979382	93	93	97
gsa_pooled	241	322900.1	1.0	0.9877307657050026	3329432	3329432	3370789	1.0	0.6551724137931034	38	38	58
gsa_pooled	307	denovo8389.0	1.0	0.9877175724741101	5986412	5986412	6060854	1.0	0.9076923076923077	59	59	65
gsa_pooled	188	denovo8312.0	0.500885093159091	0.9874459980921275	9016565	4516263	4573681	0.7212643678160919	0.9127272727272727	348	251	275
gsa_pooled	109	denovo11716.0	0.3633820296403383	0.9867178084270972	6011065	2184313	2213716	0.5844444444444444	0.8193146417445483	450	263	321
gsa_pooled	137	denovo9794.0	0.6038087169344151	0.9856496228465348	7006454	4230558	4292152	0.6342465753424658	0.871939736346516	730	463	531
gsa_pooled	251	denovo5712.0	0.5045018714751525	0.9851756806588831	8547001	4311978	4376862	0.29927667269439423	0.8921832884097035	1106	331	371
gsa_pooled	193	denovo8186.0	0.18824935305960688	0.9850059146868916	18104450	3408151	3460031	0.3342391304347826	0.8424657534246576	368	123	146
gsa_pooled	286	denovo6432.0	0.5220655374441173	0.9848510725231155	5798975	3027445	3074013	0.14677103718199608	0.9375	511	75	80
gsa_pooled	118	denovo4967.0	0.2876567212601455	0.9841071258604641	8482576	2440070	2479476	0.6313253012048192	0.8343949044585988	415	262	314
gsa_pooled	71	195123.1	0.3152315253947481	0.9839954176505796	13825654	4358282	4429169	0.19248826291079812	0.37272727272727274	213	41	110
gsa_pooled	186	denovo8150.0	0.9985647322503377	0.9839634285067622	3343627	3338828	3393244	0.991701244813278	0.8505338078291815	241	239	281
gsa_pooled	112	268720.0	1.0	0.9838752211878958	3189874	3189874	3242153	1.0	0.8501742160278746	488	488	574
gsa_pooled	101	4390319.0	0.9957164088358195	0.9837814297753229	5944078	5918616	6016190	0.9852941176470589	0.5726495726495726	136	134	234
gsa_pooled	53	denovo2181.0	0.3505673248143479	0.9830064416310358	8238931	2888300	2938231	0.20094562647754138	0.8471760797342193	2538	510	602
gsa_pooled	159	194490.0	0.11937442468756518	0.9827278949322755	31814235	3797806	3864555	0.08445945945945946	0.78125	296	25	32
gsa_pooled	93	denovo12921.0	0.26440388153390015	0.9822485042798329	16054787	4244948	4321664	0.2126537785588752	0.8231292517006803	569	121	147
gsa_pooled	271	4460109.1	0.6433214698963	0.981931661157424	6382355	4105906	4181458	0.3341946597760551	0.8471615720524017	1161	388	458
gsa_pooled	270	339549.0	0.5059824588062781	0.9815303036270655	4678929	2367456	2412005	0.6338797814207651	0.7733333333333333	183	116	150
gsa_pooled	253	denovo1739.0	1.0	0.9812808423516347	3283612	3283612	3346251	1.0	0.9337748344370861	141	141	151
gsa_pooled	13	306306.0	1.0	0.9812755276668568	2795286	2795286	2848625	1.0	0.6132075471698113	130	130	212
gsa_pooled	249	4256470.0	1.0	0.9809659187279224	4800394	4800394	4893538	1.0	0.85625	137	137	160
gsa_pooled	259	denovo2819.1	0.26587623534251476	0.9806213358839233	12844717	3415105	3482593	0.2340764331210191	0.8368121442125237	1884	441	527
