Genome	sample_24_nodup RPKM
GCF_000159875.2_Bact_sp_1_1_6_V2	0.27310365
GCF_000698925.1_ASM69892v1	0
GCF_002754155.1_ASM275415v1	0.15148643
GCF_000273055.1_Bact_dore_CL02T12C06_V1	0
GCF_000373705.1_ASM37370v1	0
GCF_000493555.1_LhCIRMBIA101V1	0.13115579
GCF_900100595.1_IMG-taxon_2593339217_annotated_assembly	6.165696
GCF_900104565.1_PRJEB16354	0.06528465
GCF_001429415.1_Root670	0
GCF_900115735.1_IMG-taxon_2623620519_annotated_assembly	0.3242706
GCF_900109475.1_IMG-taxon_2606217762_annotated_assembly	4.62906
GCF_001815865.1_ASM181586v1	0
GCF_000621865.1_ASM62186v1	0.08078977
GCF_000701625.1_ASM70162v1	0
GCF_001412315.1_ASM141231v1	0
GCF_001702095.1_ASM170209v1	0.66321874
GCF_001815315.1_ASM181531v1	0
GCF_000187895.1_ASM18789v1	0
GCF_000318195.2_ASM31819v2	0
GCF_000701545.1_ASM70154v1	1.9243035
GCF_000156495.1_ASM15649v1	0
GCF_000209405.1_Lach_bact_3_1_46FAA_V1	0
GCF_000154465.1_ASM15446v1	0
GCF_000154365.1_ASM15436v1	0
GCF_000934625.1_ASM93462v1	0
GCF_001185345.1_ASM118534v2	0
GCF_000349885.2_ASM34988v2	0
GCF_000622125.1_ASM62212v1	0
GCF_001244995.1_Intestinimonas_massiliensis	0
GCF_000382445.1_Bact_mass_DSM_17679_V1	0.16093735
GCF_000185605.1_ASM18560v1	0.069190525
GCF_000403825.2_Para_gold_dnLKV18_V1	0
GCF_002763575.1_ASM276357v1	0
GCF_900184975.1_Chimpanzee_2_2.fnasta	0
GCF_000424325.1_ASM42432v1	0.08595629
GCF_900142165.1_IMG-taxon_2585428171_annotated_assembly	0.23757388
GCF_000234155.1_Clos_clos_2_1_49FAA_V1	0.27513584
GCF_000159615.1_ASM15961v1	0.62376463
GCF_001547855.1_ASM154785v1	0.13523705
GCF_000429285.1_ASM42928v1	0
GCF_000381365.1_Bact_saly_DSM_18765_V1	0.24967761
GCF_900157255.1_ATCC49417	0.24345346
GCF_900115355.1_IMG-taxon_2623620483_annotated_assembly	0
GCF_000467835.1_ASM46783v1	0.15466431
GCF_000428565.1_ASM42856v1	0.062553145
GCF_000621285.1_ASM62128v1	0
GCF_900096725.1_TFUB4	0.08583242
GCF_900129135.1_IMG-taxon_2585428044_annotated_assembly	0
GCF_000225705.1_Coll_tana_YIT_12063_V1	0
GCF_000371685.1_Clos_bolt_90B3_V1	0.04077817
GCF_000270085.1_ASM27008v1	0
GCF_900142955.1_IMG-taxon_2588253509_annotated_assembly	1.1176592
GCF_000331715.1_ASM33171v1	0.120372385
GCF_001704645.1_ASM170464v1	0.16761081
GCF_001561955.1_ASM156195v1	0
GCF_000413355.1_Prev_oral_HGA0225_V1	0
GCF_900107485.1_IMG-taxon_2599185206_annotated_assembly	0
GCF_000273235.1_Bact_saly_CL02T12C01_V1	0.09086452
GCF_000307395.1_Para_gold_CL02T12C30_V1	0
GCF_001435345.1_ASM143534v1	0
GCF_000383295.1_ASM38329v1	0
GCF_000396285.1_Ente_faec_B2867_V1	0
GCF_900101315.1_IMG-taxon_2593339257_annotated_assembly	0
GCF_000307475.1_Paraba_sp_D25_V1	0.11313281
GCF_000160095.1_ASM16009v1	0.07864487
GCF_000238835.1_ASM23883v1	0.40057477
GCF_002754015.1_ASM275401v1	0.17692807
GCF_000622105.1_ASM62210v1	1.3889842
GCF_001282685.1_Niameyia_massiliensis	0
GCF_000403435.2_Osci_bact_1-3_V1	0
GCF_900199595.1_IMG-taxon_2623620511_annotated_assembly	0.16015148
GCF_000225685.1_Erys_bact_2_2_44A_V1	0.024058536
GCF_000307345.1_Para_merd_CL03T12C32_V1	0
GCF_000218465.1_Lach_bact_2_1_58FAA_V1	0.06441044
GCF_002206105.1_SJD11	0.19545524
GCF_900167005.1_IMG-taxon_2585428076_annotated_assembly	0
GCF_000158655.1_ASM15865v1	2.4424977
GCF_000218425.1_Lach_bact_5_1_57FAA	0.06217889
GCF_000365025.1_ASM36502v1	0.16060896
GCF_001953935.1_ASM195393v1	0.094956696
GCF_900108895.1_IMG-taxon_2654588144_annotated_assembly	0.34211344
GCF_900109435.1_IMG-taxon_2593339146_annotated_assembly	0.72003967
GCF_000424605.1_ASM42460v1	0
GCF_900112885.1_IMG-taxon_2593339256_annotated_assembly	0.2240749
GCF_002119605.1_ASM211960v1	0
GCF_001659745.1_ASM165974v1	0.28804588
GCF_002754075.1_ASM275407v1	0.14569815
GCF_001436965.1_ASM143696v1	0
GCF_000205165.1_ASM20516v1	0
GCF_002549945.1_ASM254994v1	0.39749593
GCF_900083545.1_PRJEB13794	0
GCF_000154305.1_ASM15430v1	0
GCF_000424125.1_ASM42412v1	0.07386247
GCF_900107545.1_IMG-taxon_2593339240_annotated_assembly	0.16086699
GCF_001678855.1_ASM167885v1	0.16837402
GCF_000158555.2_Erys_bact_D7_V2	0.16023025
GCF_000165775.1_ASM16577v3	0.10065381
GCF_000700805.1_ASM70080v1	0
GCF_000218385.1_Lach_bact_1_4_56FAA_V1	0
GCF_000273175.1_Bact_nord_CL02T12C05_V1	0
GCF_000318095.2_ASM31809v2	0
GCF_000091345.1_ASM9134v1	0
GCF_000297695.1_Bact_frag_HMW_610_V1	0.23349035
GCF_000467875.1_ASM46787v1	0
GCF_001692755.1_ASM169275v1	0
GCF_001244405.1_Eubacterium_massiliense	0.08029
GCF_000154385.1_ASM15438v1	5.884245
GCF_000621765.1_ASM62176v1	0
GCF_900119075.1_IMG-taxon_2593339237_annotated_assembly	0
GCF_000410615.1_ASM41061v1	0
GCF_900110975.1_IMG-taxon_2593339164_annotated_assembly	0
GCF_900097105.1_WK001	0
GCF_001580455.1_ASM158045v1	0
GCF_000469425.1_ASM46942v1	0.55588883
GCF_000156175.1_ASM15617v1	0
GCF_000270225.1_ASM27022v1	0.18977787
GCF_001647615.1_ASM164761v1	0
GCF_001454945.1_ASM145494v1	0.035755377
GCF_000425525.1_ASM42552v1	0.09557828
GCF_900106615.1_IMG-taxon_2651870364_annotated_assembly	0
GCF_001486665.1_Fournierella_massiliensis	0
GCF_900157345.1_AFR-5B1	0.18029314
GCF_000424465.1_ASM42446v1	0
GCF_000189615.1_Clos_symb_WAL_14673_V2	0.17671865
GCF_000190535.1_ASM19053v1	0
GCF_000621425.1_ASM62142v1	0
GCF_900155425.1_PRJEB18759	0
GCF_900103495.1_IMG-taxon_2593339220_annotated_assembly	0
GCF_000398925.1_Buty_pull_1_20_V1	0
GCF_001062165.1_ASM106216v1	0
GCF_001594285.1_ASM159428v1	0
GCF_000210575.1_ASM21057v1	0
GCF_000311925.1_ASM31192v1	0
GCF_002754035.1_ASM275403v1	0.15923572
GCF_900107835.1_IMG-taxon_2657244910_annotated_assembly	0
GCF_001881565.1_ASM188156v1	0.71284246
GCF_000157015.1_ASM15701v1	0.06081478
GCF_001721925.1_ASM172192v1	0.08077017
GCF_000379945.1_ASM37994v1	0
GCF_900157275.1_84-3	0.20128243
GCF_900096945.1_IMG-taxon_2675903067_annotated_assembly	0
GCF_000212375.1_ASM21237v1	0
GCF_000723745.2_PRJEB6027_Urmite	0
GCF_900104675.1_PRJEB16361	0.39508486
GCF_900112155.1_IMG-taxon_2593339152_annotated_assembly	0
GCF_001274615.1_ASM127461v1	2.220482
GCF_000769385.1_ASM76938v1	0
GCF_000193395.1_ASM19339v1	0
GCF_900067125.1_ASM90006712v1	0.23983802
GCF_900143195.1_501571.5	0
GCF_000424145.1_ASM42414v1	0
GCF_000158335.2_Bact_dorei_5_1_36_D4_V2	0
GCF_900107785.1_IMG-taxon_2654588140_annotated_assembly	0.036525566
GCF_000209465.1_Lach_bact_F0167_V1	1.1954813
GCF_000144405.1_ASM14440v1	0
GCF_000184945.1_ASM18494v1	4.911673
GCF_001553405.1_ASM155340v1	0
GCF_900129995.1_IMG-taxon_2585428077_annotated_assembly	0
GCF_000423945.1_ASM42394v1	0
GCF_900110635.1_IMG-taxon_2593339258_annotated_assembly	0
GCF_900109715.1_IMG-taxon_2595698239_annotated_assembly	0.079051286
GCF_000157995.1_ASM15799v1	0
GCF_000237085.1_ASM23708v1	0
GCF_000296385.1_Clos_bact_OBRC5-5_V1	0
GCF_001997325.1_ASM199732v1	1.3086791
GCF_000403195.1_Bact_mass_dnLKV3_V1	0
GCF_900111185.1_IMG-taxon_2623620520_annotated_assembly	0
GCF_000379925.1_ASM37992v1	0
GCF_900108555.1_IMG-taxon_2593339145_annotated_assembly	0.08026081
GCF_000403235.1_Bact_vulg_dnLKV7_V1	0
GCF_000391985.1_Ente_faec_9731349-1_V1	0
GCF_002550015.1_ASM255001v1	0.28196183
GCF_000162175.1_ASM16217v1	0.06930979
GCF_000259235.1_ASM25923v1	0
GCF_900109005.1_IMG-taxon_2617270830_annotated_assembly	0.18020107
GCF_002763745.1_ASM276374v1	0
GCF_001546595.1_ASM154659v1	0
GCF_001750685.1_ASM175068v1	0
GCF_900120395.1_PRJEB18035	0
GCF_000702685.1_ASM70268v1	0
GCF_000245055.1_ASM24505v1	19.070124
GCF_000178835.2_ASM17883v2	0.24090879
GCF_001578635.1_ASM157863v1	0
GCF_000424265.1_ASM42426v1	0.31787443
GCF_900100105.1_IMG-taxon_2593339210_annotated_assembly	0.039486744
GCF_000967245.1_ASM96724v1	0
GCF_000020605.1_ASM2060v1	0
GCF_001553145.1_ASM155314v1	0
GCF_001704315.1_ASM170431v1	0.09812021
GCF_000746155.1_ASM74615v1	0
GCF_900113005.1_IMG-taxon_2663762719_annotated_assembly	0
GCF_900120005.1_PRJEB18022	0
GCF_000154505.1_ASM15450v1	0.18200982
GCF_000467795.1_ASM46779v1	0.16819414
GCF_900101295.1_IMG-taxon_2606217764_annotated_assembly	0.16343237
GCF_000701765.1_ASM70176v1	0.07812614
GCF_900086725.1_PRJEB13908	0
GCF_001318345.1_ASM131834v1	0
GCF_900070325.1_SD1D	0
GCF_900167105.1_IMG-taxon_2582581320_annotated_assembly	0
GCF_001535595.1_ASM153559v1	0
GCF_000020225.1_ASM2022v1	0
GCF_900111355.1_IMG-taxon_2634166323_annotated_assembly	0
GCF_002000665.1_ASM200066v1	0.028742494
GCF_000424105.1_ASM42410v1	0
GCF_000702085.1_ASM70208v1	0.08040143
GCF_000186105.1_Bacteroides_sp_3_1_40A_V1	0
GCF_000424285.1_ASM42428v1	0
GCF_000424005.1_ASM42400v1	0
GCF_000424525.1_ASM42452v1	0
GCF_000467815.1_ASM46781v1	0.21954152
GCF_000144625.1_ASM14462v1	0
GCF_000739415.1_ASM73941v1	0.45268002
GCF_900129025.1_IMG-taxon_2695420943_annotated_assembly	0
GCF_000969835.1_Para_gold_DSM_19448_V1	0
GCF_000307455.1_Para_dist_CL03T12C09_V1	0.041819073
GCF_000686965.1_ASM68696v1	0.048326373
GCF_000160035.2_ASM16003v2	1.6188798
GCF_000156515.1_ASM15651v1	0.54793847
GCF_000371605.1_Clos_clos_90A1_V1	0.38348863
GCF_000971515.1_ASM97151v1	0.05975264
GCF_002232035.1_ASM223203v1	0
GCF_002218965.1_ASM221896v1	0
GCF_002754135.1_ASM275413v1	0.19928928
GCF_900021155.1_CHCKI003	0
GCF_000424085.1_ASM42408v1	0.035481576
GCF_002079925.1_ASM207992v1	0
GCF_001652145.1_ASM165214v1	0
GCF_000006625.1_ASM662v1	0
GCF_000333595.1_ASM33359v1	0
GCF_900109965.1_IMG-taxon_2593339260_annotated_assembly	0.11491968
GCF_000210615.1_ASM21061v1	0
GCF_900109635.1_IMG-taxon_2623620522_annotated_assembly	0
GCF_002706705.1_ASM270670v1	1.684044
GCF_000162535.1_ASM16253v1	0
GCF_000261025.1_ASM26102v1	0.094389066
GCF_000621505.1_ASM62150v1	0.31407586
GCF_001261775.1_Anaeromassilibacillus_senegalense	0
GCF_900112085.1_IMG-taxon_2651870361_annotated_assembly	0
GCF_000145035.1_ASM14503v1	0
GCF_900184995.1_PRJEB20927	0
GCF_000745845.1_ASM74584v1	0.31943196
GCF_000174895.1_ASM17489v1	0
GCF_900130025.1_IMG-taxon_2585428081_annotated_assembly	0
GCF_000382465.1_Bact_sp_HPS0048_V1	0
GCF_000539515.1_Stap_aure_LAMC0001_V1	0.03068138
GCF_900102235.1_IMG-taxon_2593339165_annotated_assembly	0
GCF_000243015.1_Prev_macu_OT_289_V1	15.82645
GCF_900169975.1_PRJEB20005	0.08141143
GCF_001578575.1_ASM157857v1	0.12474441
GCF_000196175.1_ASM19617v1	0
GCF_001636135.1_ASM163613v1	0
GCF_000702265.1_ASM70226v1	0
GCF_001297745.1_ASM129774v1	0.18613575
GCF_900102595.1_IMG-taxon_2623620521_annotated_assembly	0
GCF_001678845.1_ASM167884v1	4.1591816
GCF_002201495.1_ASM220149v1	0
GCF_000153925.1_ASM15392v1	0
GCF_000621925.1_ASM62192v1	0
GCF_000424565.1_ASM42456v1	0.2846997
GCF_900167215.1_IMG-taxon_2585428116_annotated_assembly	0
GCF_001717135.1_ASM171713v1	0.046120223
GCF_002091975.1_ASM209197v1	0.39970553
GCF_000273155.1_Bact_frag_CL07T12C05_V1	0.81904715
GCF_000746015.1_ASM74601v1	0
GCF_001580115.1_ASM158011v1	0.31743723
GCF_000424425.1_ASM42442v1	0.077698804
GCF_900184965.1_Mouse_2_MG.fnasta	0.0780622
GCF_900142645.1_IMG-taxon_2642422560_annotated_assembly	0.55328304
GCF_000403295.1_Lach_bact_M18-1_V1	0
GCF_001578555.1_ASM157855v1	0
GCF_000403335.2_Lach_bact_COE1_V1	0
GCF_001305595.1_ASM130559v1	0
GCF_000162415.1_ASM16241v1	0
GCF_000154105.1_ASM15410v1	0
GCF_900113655.1_IMG-taxon_2606217763_annotated_assembly	0
GCF_001487165.1_Blautia_massiliensis1	0
GCF_002078855.1_ASM207885v1	0
GCF_000157075.2_Bact_sp_9_1_42FAA_V2	0
